"Id","SalePrice"
1808,98504.0981587337
1809,86551.7457320477
1810,123354.790600007
1811,93408.3006668795
1812,89232.162735224
1813,122989.54792441
1814,87874.8560511618
1815,59740.5593742713
1816,81416.9811788485
1817,104456.846185828
1818,140600.44289305
1819,136343.824809479
1820,50318.6461469688
1821,127081.117007179
1822,129704.548884854
1823,18455.1438612985
1824,127964.736134931
1825,119660.042946803
1826,90875.3404781093
1827,123079.686525135
1828,134503.160456089
1829,148157.97426321
1830,145265.744307228
1831,173687.533332995
1832,143204.483448259
1833,153815.318167556
1834,116035.015028042
1835,148051.615235003
1836,151909.360067693
1837,76770.4383958686
1838,114252.473733031
1839,97124.9310350029
1840,131974.357868806
1841,135353.298062391
1842,98568.0786037704
1843,133519.95988983
1844,122026.09073806
1845,140369.386967592
1846,144863.361841554
1847,165628.309172599
1848,46976.1293383659
1849,106619.975208187
1850,124983.142507229
1851,145765.055221537
1852,123242.313165275
1853,135561.547224134
1854,170303.325798172
1855,141470.73516797
1856,214411.240679721
1857,116814.765169505
1858,182969.293408128
1859,120463.320553633
1860,148055.392160648
1861,119154.935123928
1862,293415.830346093
1863,293415.830346093
1864,293415.830346093
1865,363366.758859515
1866,342978.081632514
1867,270399.298295284
1868,294083.325976445
1869,205634.757105896
1870,248861.110961377
1871,256485.076014124
1872,165960.666159393
1873,224067.425573298
1874,146229.031055361
1875,208431.463418809
1876,196712.725462883
1877,201899.652704543
1878,207480.489289286
1879,122535.968340638
1880,126822.016623771
1881,241201.706482448
1882,259760.100506356
1883,203924.615818278
1884,218753.063523587
1885,236010.480532456
1886,273229.979027787
1887,201113.715212609
1888,270304.56513195
1889,166829.819110384
1890,121770.500993002
1891,150120.564612808
1892,109526.464262872
1893,127311.039840754
1894,154428.051313516
1895,140028.228830754
1896,116628.188991269
1897,118185.249554919
1898,113000.43695353
1899,136122.15146608
1900,130295.66659404
1901,135417.625983081
1902,141034.813836889
1903,183601.41322224
1904,126160.049476605
1905,179204.186328281
1906,152285.588975156
1907,189971.651395869
1908,126469.553563368
1909,146388.379890825
1910,138220.435123516
1911,183680.168627069
1912,307989.231793662
1913,153496.142165312
1914,73544.6246754699
1915,268789.094427867
1916,37946.1272345706
1917,256248.836001768
1918,132372.607326127
1919,152925.717188702
1920,192967.215188486
1921,406593.922171876
1922,338809.881028313
1923,221546.625440771
1924,202322.428480895
1925,215304.263619168
1926,386733.881407472
1927,123681.383351109
1928,155998.98809917
1929,107980.311831091
1930,140450.450275379
1931,143770.850691073
1932,140656.082446919
1933,164621.961855049
1934,181329.905626336
1935,161890.450307137
1936,181459.528284423
1937,182732.058088655
1938,169077.69141413
1939,258961.545585761
1940,215903.525822763
1941,183776.129621566
1942,180336.762983395
1943,214420.167491055
1944,301685.266330218
1945,342211.287693015
1946,169281.758097851
1947,325991.891743676
1948,176338.796964963
1949,220238.820044114
1950,178891.085233675
1951,270766.364028337
1952,228946.232461644
1953,150578.646262103
1954,209208.928752692
1955,127005.884788517
1956,269622.120502684
1957,170104.811395661
1958,294720.861386703
1959,159223.123233659
1960,111995.026612118
1961,116250.811096472
1962,109009.983145636
1963,110111.902910584
1964,118203.861405642
1965,147921.125866427
1966,156992.313029008
1967,273794.411179495
1968,392565.680809794
1969,368108.701492741
1970,413175.180185276
1971,449303.430727493
1972,375870.365593922
1973,265012.74432302
1974,286142.768374611
1975,476185.450657558
1976,252348.623142568
1977,328482.604927321
1978,342788.011567145
1979,368932.945943005
1980,199537.564733881
1981,368193.330761727
1982,234216.012759975
1983,234216.012759975
1984,192759.809541932
1985,203241.92155561
1986,209640.398392285
1987,201141.042972067
1988,163039.674178362
1989,199342.79034255
1990,211152.435217235
1991,212912.846466258
1992,212093.98973684
1993,173947.163141791
1994,246377.532347288
1995,196535.114517521
1996,262872.060048858
1997,338829.03431035
1998,330445.60753606
1999,215703.82971962
2000,309927.157889676
2001,245042.392106888
2002,223265.436535534
2003,281733.546086217
2004,276174.310688932
2005,243956.967778241
2006,242092.855289319
2007,266668.739282852
2008,202411.548229075
2009,184249.922213276
2010,193203.714666387
2011,155896.76004969
2012,193228.309814582
2013,178514.80369202
2014,186136.508567291
2015,200972.818284174
2016,183730.082664814
2017,201481.340064225
2018,124890.771425362
2019,141467.320144288
2020,116073.314165988
2021,115751.437793381
2022,165594.513169867
2023,152967.041668521
2024,253135.674598394
2025,393405.831827039
2026,190525.800490379
2027,154899.204400682
2028,188541.342626099
2029,171174.363448909
2030,305123.479285001
2031,273820.904543025
2032,282941.378715333
2033,296552.78125556
2034,175318.791799986
2035,208323.301438959
2036,221958.353255545
2037,222318.817197
2038,385338.439297308
2039,216679.945780287
2040,354541.058262767
2041,253616.21886048
2042,210830.813446391
2043,163689.76661537
2044,195217.592907744
2045,195603.993045229
2046,171266.954105964
2047,131994.585680103
2048,139095.987098092
2049,181766.835342364
2050,174756.574199435
2051,95457.0600448353
2052,133611.514445869
2053,142148.475361149
2054,75982.8647547656
2055,150105.107957813
2056,132462.776935431
2057,120459.828020844
2058,197158.383200311
2059,130779.649588982
2060,159119.188764464
2061,170664.147938112
2062,128665.553147168
2063,101455.066310286
2064,132287.674334087
2065,116919.923632272
2066,176302.305683289
2067,139782.586958656
2068,190720.772297361
2069,80164.135973122
2070,107555.520017468
2071,107200.515395701
2072,31146.1360997314
2073,125862.294882658
2074,183982.585603516
2075,153671.270668478
2076,113327.189617015
2077,138225.47605779
2078,124950.685654991
2079,138163.148837914
2080,127305.102728949
2081,137857.55549197
2082,172789.737986561
2083,141464.865205041
2084,108057.676379577
2085,130249.996543974
2086,150875.773435058
2087,144510.199724675
2088,110762.221673787
2089,92318.238553186
2090,133220.084530161
2091,103823.702120144
2092,138253.819127149
2093,136967.431525505
2094,137421.400180799
2095,150824.883681395
2096,63604.0213739432
2097,68572.4530723716
2098,153972.538098652
2099,66689.6781687975
2100,103241.068874872
2101,119796.558174246
2102,130137.3678851
2103,73337.320749794
2104,183728.782553255
2105,92305.6535051627
2106,78736.5816498078
2107,213757.925779441
2108,121407.672312388
2109,140710.7392735
2110,124404.050799671
2111,152584.580678812
2112,146890.297051881
2113,134381.696946613
2114,100232.885174223
2115,163682.308969926
2116,118465.063112811
2117,163299.557323912
2118,125794.728913332
2119,112755.524095667
2120,115623.295420351
2121,179624.75640044
2122,100924.552144003
2123,97942.6632747097
2124,192816.416188961
2125,155013.805195139
2126,158019.672917586
2127,164092.016330995
2128,120339.133021006
2129,107308.141469052
2130,140066.231710638
2131,175692.239577566
2132,114425.286439566
2133,134233.703152815
2134,122742.278397877
2135,80780.1895722761
2136,56045.4361493265
2137,134008.487301611
2138,130831.009995292
2139,146720.443640796
2140,139077.106300587
2141,120981.954114324
2142,126552.729556907
2143,144247.712758453
2144,117882.264104477
2145,132286.516985627
2146,145072.341268625
2147,160962.121959939
2148,113246.956751956
2149,138437.884930049
2150,194647.802136117
2151,128157.606957453
2152,167903.90674114
2153,157339.896507713
2154,99168.8287415567
2155,140841.167009458
2156,256632.839928413
2157,220144.159059935
2158,227516.643766625
2159,213717.436515703
2160,182981.048771645
2161,274739.281837372
2162,408243.661728927
2163,349900.561981047
2164,248634.168500775
2165,167035.324434193
2166,147367.004011141
2167,204332.076092453
2168,198765.711399929
2169,196358.535912184
2170,215900.83121691
2171,139240.626038968
2172,131182.955243749
2173,161765.673780331
2174,234857.819370572
2175,321218.086149737
2176,277253.984792622
2177,244832.105139501
2178,234615.632361521
2179,145219.771977173
2180,241010.448519673
2181,203309.81438509
2182,241661.707538301
2183,208228.639482022
2184,128221.1196256
2185,106959.609500213
2186,145307.442589417
2187,146341.068002745
2188,155607.897604072
2189,513080.158355375
2190,83008.7365230481
2191,83008.7365230481
2192,85348.7251558528
2193,112780.021600764
2194,94959.0615070163
2195,107973.582690321
2196,100021.226136701
2197,142237.00985448
2198,144213.058756432
2199,163728.462544671
2200,117400.483243316
2201,129115.494986463
2202,187715.881140457
2203,136611.224161671
2204,179348.304499793
2205,123296.7248738
2206,133970.228470151
2207,203752.849023792
2208,218965.751639154
2209,209612.706349487
2210,126683.767261349
2211,128566.875754714
2212,143070.454979285
2213,96437.2242373358
2214,135912.006137516
2215,105065.876853332
2216,172774.588803489
2217,62632.5869107567
2218,54645.5630520376
2219,80272.0510740887
2220,71931.8420995457
2221,269083.710981215
2222,226173.081767991
2223,276711.486617862
2224,226816.562830796
2225,144616.647735043
2226,192539.741974649
2227,185943.055154229
2228,258304.916382299
2229,252415.772479156
2230,147201.013138827
2231,214883.063754445
2232,177935.382644078
2233,163554.038139227
2234,226325.991790481
2235,211502.095662721
2236,283656.992057578
2237,322720.031013788
2238,204506.504479128
2239,151527.881376207
2240,169697.372962848
2241,151030.448053806
2242,127969.398050223
2243,122755.522816713
2244,120122.537027865
2245,92366.361172157
2246,130319.316534348
2247,132075.103685495
2248,120526.450866818
2249,132461.051432805
2250,128379.842669062
2251,112853.322527587
2252,178145.788324097
2253,145685.55221983
2254,163190.743605739
2255,188422.132495409
2256,184432.300356544
2257,232590.443726227
2258,180507.94159738
2259,181158.106154363
2260,152493.504250539
2261,201723.872456075
2262,213972.857575785
2263,309709.786257037
2264,463172.41586922
2265,164717.207969621
2266,308812.276820404
2267,364307.736316989
2268,378046.504880113
2269,166081.07458908
2270,177026.806876744
2271,212542.389445081
2272,193745.856207053
2273,157183.120773053
2274,174785.600115731
2275,192225.445209913
2276,170368.703797465
2277,177121.787600789
2278,149020.784016525
2279,132844.694881198
2280,112051.440767563
2281,179381.192428175
2282,186954.010587984
2283,116110.070296309
2284,127503.77440563
2285,156358.644370092
2286,124220.477825818
2287,346454.572430133
2288,283992.26763519
2289,360361.05114701
2290,450265.4563451
2291,314448.182648226
2292,409443.838985938
2293,474549.66889309
2294,402350.333607764
2295,489514.181752249
2296,310511.845434775
2297,278864.293604259
2298,347710.025067353
2299,350072.978068729
2300,309549.611148419
2301,260875.338722296
2302,242647.511305305
2303,262356.457605661
2304,277943.108899926
2305,185883.530479193
2306,185883.530479193
2307,187599.110659837
2308,249825.679147058
2309,301008.479704816
2310,227892.020277954
2311,198521.608459817
2312,178759.713441575
2313,176066.029938781
2314,183837.477697521
2315,170894.988398491
2316,193723.565826682
2317,179191.055209768
2318,179401.342102254
2319,187543.917902735
2320,198976.155272972
2321,235170.142923336
2322,198411.568226988
2323,178348.126531159
2324,153901.504622505
2325,217279.584374267
2326,156827.176654049
2327,213020.252650196
2328,215437.58599786
2329,185991.304652072
2330,182435.043049156
2331,353609.936353944
2332,394688.293132397
2333,323719.409931426
2334,258983.723501534
2335,258274.250831092
2336,333151.328624168
2337,210233.31439008
2338,268506.293344641
2339,243543.474015515
2340,431233.265356343
2341,222862.469852221
2342,240433.866892694
2343,217422.124340638
2344,230044.019822052
2345,272541.869164608
2346,234351.450549733
2347,206050.004075635
2348,246265.076858472
2349,167658.791153187
2350,270832.414048183
2351,256650.889038692
2352,267815.691667981
2353,255961.661084361
2354,156029.75162465
2355,169663.212640266
2356,151916.646033035
2357,210625.408539903
2358,199476.922590769
2359,139529.247592574
2360,119460.642146467
2361,134433.815124856
2362,269362.042012329
2363,126277.916859453
2364,163527.138553158
2365,225691.322148109
2366,220753.762588116
2367,253000.942263067
2368,207677.481712328
2369,253850.793123007
2370,168305.544952706
2371,172694.642605474
2372,197023.942738707
2373,250935.742301061
2374,326568.958940567
2375,238532.275381125
2376,293237.37886043
2377,382483.900969423
2378,140207.308634327
2379,222569.71790934
2380,140130.548344293
2381,155944.239972088
2382,179763.641651777
2383,217289.927569222
2384,224548.611206834
2385,143118.739341127
2386,137652.981308598
2387,144387.511060168
2388,103277.426218696
2389,124223.802125861
2390,133789.581263512
2391,138675.297065627
2392,116670.539345037
2393,163366.723480417
2394,140370.664425915
2395,210946.32795595
2396,146733.786892139
2397,197537.384792964
2398,128989.103473712
2399,65551.2926305289
2400,52841.0499047849
2401,124018.750148286
2402,126786.289734386
2403,176346.09059311
2404,133798.452939784
2405,152202.140929837
2406,143400.814673425
2407,119712.400709198
2408,136707.440040255
2409,131585.414308862
2410,170612.134350781
2411,116058.521770841
2412,132229.378412496
2413,133591.9428697
2414,147240.08743541
2415,161051.372993293
2416,127042.125709531
2417,130251.189829701
2418,128281.269391473
2419,134200.161179091
2420,116154.336662623
2421,141020.452743312
2422,114269.3305683
2423,89344.7185760623
2424,171653.223043077
2425,273802.857660314
2426,133851.502242423
2427,90751.3750666287
2428,184282.64921392
2429,116209.202116468
2430,130298.093421487
2431,126515.654537081
2432,135879.733649763
2433,131803.398711333
2434,138130.051417805
2435,149011.327493772
2436,92450.130583714
2437,115713.217854906
2438,118636.17060922
2439,112745.477350977
2440,131304.359979621
2441,101313.839856685
2442,108180.301418592
2443,115251.178927977
2444,105998.084425669
2445,64841.6965311648
2446,115953.411663992
2447,212129.141915967
2448,128754.79751566
2449,91969.8011602946
2450,146324.776096954
2451,131352.68638972
2452,181124.145289709
2453,89201.6967411724
2454,117138.76009673
2455,120883.756420817
2456,131011.833085364
2457,134576.110316966
2458,116805.155491221
2459,104766.685336253
2460,139553.301717872
2461,111979.202129354
2462,137078.973501025
2463,113005.130557775
2464,202078.356709483
2465,122004.087662617
2466,113667.038708075
2467,149843.039962687
2468,71469.1665050355
2469,90544.9956115989
2470,203779.397963887
2471,207063.007128471
2472,185729.811417567
2473,128124.109475858
2474,97909.6603659225
2475,221962.12310624
2476,119381.368738742
2477,123278.39511092
2478,161085.772597543
2479,122216.51031912
2480,141228.926102401
2481,125023.130317582
2482,124269.191060936
2483,115308.80751895
2484,123801.812159262
2485,118028.982984617
2486,155362.353784556
2487,219454.151718324
2488,158175.040746213
2489,163883.922858765
2490,148111.788514971
2491,88822.2568747951
2492,166060.971548287
2493,128462.452918973
2494,151403.6963092
2495,100682.877267966
2496,251451.173959671
2497,156321.623773425
2498,113907.415269216
2499,104983.076242012
2500,134851.91793651
2501,136485.344626404
2502,149145.745411087
2503,107062.450472093
2504,189183.305842267
2505,215303.071079216
2506,279075.974899878
2507,357378.30893001
2508,279075.974899878
2509,231656.841423767
2510,244799.875852394
2511,196010.461540377
2512,217173.375206192
2513,208930.31844727
2514,219132.258034135
2515,159344.093434925
2516,161948.005668635
2517,144892.114176171
2518,150043.488935985
2519,218939.813517763
2520,207361.521838706
2521,199186.775729331
2522,215048.973360473
2523,116999.61083705
2524,125879.242310404
2525,129388.569239628
2526,143072.889473923
2527,119601.950870832
2528,117520.931765615
2529,134796.223899128
2530,123079.079865409
2531,225683.807962698
2532,220232.719074957
2533,202696.8415035
2534,244374.461530664
2535,312883.318167704
2536,220688.32466374
2537,222994.218815084
2538,191038.277723012
2539,186815.234562142
2540,189484.299139964
2541,186490.438149457
2542,161576.044189871
2543,120413.869893063
2544,127837.433554779
2545,119496.539074808
2546,149844.961270599
2547,138094.851875978
2548,173222.64528188
2549,159888.263862774
2550,589572.569493278
2551,146311.917599023
2552,134690.631316785
2553,83008.7365230481
2554,106081.971829278
2555,111361.145870707
2556,99813.3277020787
2557,109336.686428701
2558,183392.32953835
2559,128135.168940338
2560,124886.405612939
2561,138990.199012922
2562,108172.690849674
2563,134001.937093555
2564,173723.429019534
2565,103020.937757485
2566,153042.535053287
2567,123540.26080767
2568,179795.058392333
2569,169985.545688833
2570,127474.475023337
2571,199717.515522464
2572,191829.246069296
2573,207437.967340074
2574,282470.584175205
2575,138165.970197054
2576,130664.258453429
2577,179624.75640044
2578,84452.6494397464
2579,58725.2734664247
2580,127115.814412036
2581,136075.507495159
2582,132503.288401839
2583,260357.493470622
2584,156503.552342074
2585,177360.304957151
2586,199312.65440617
2587,202581.303093807
2588,142139.150747037
2589,137585.331654955
2590,199987.968146097
2591,210778.256154993
2592,237953.000625549
2593,253742.81581998
2594,178447.681633493
2595,216982.34768843
2596,296972.576523765
2597,193662.140242262
2598,263993.266230449
2599,383883.956796808
2600,165556.091470518
2601,154164.410912909
2602,101384.652549238
2603,95604.2571921943
2604,88196.3663951182
2605,104683.969936816
2606,133985.375154802
2607,157426.466537153
2608,182124.186255234
2609,135800.999529607
2610,93452.7678470201
2611,159053.300797992
2612,151237.124513086
2613,120526.450866818
2614,125432.628900419
2615,146654.460979556
2616,132294.911068006
2617,212800.192695802
2618,175079.384914355
2619,225851.815952947
2620,173144.057049473
2621,181612.093809994
2622,193985.050082553
2623,258655.565572128
2624,277152.083080675
2625,363333.21472355
2626,165985.948101919
2627,202384.58118491
2628,380772.832247994
2629,513481.07974181
2630,357322.196939332
2631,434717.518656202
2632,378365.784959352
2633,315382.450325017
2634,354774.119940478
2635,151401.849280975
2636,196403.121758569
2637,158865.763688246
2638,254625.095177654
2639,184041.905421348
2640,140885.322658516
2641,111219.038382153
2642,188818.262147532
2643,119394.040056684
2644,128639.231761472
2645,110895.640476979
2646,106558.999578298
2647,115856.196906807
2648,139770.253347855
2649,134327.762085375
2650,152887.425160691
2651,151644.497917516
2652,404161.906120807
2653,266668.330612264
2654,253717.952848797
2655,377784.56331854
2656,325035.604485472
2657,336587.884113942
2658,277332.855333788
2659,292490.742737209
2660,317340.960027711
2661,354011.570882567
2662,339420.74663488
2663,265133.024598508
2664,299540.506573884
2665,336916.883450742
2666,315353.934479561
2667,163371.534184457
2668,181731.736437438
2669,184026.699644551
2670,282892.496446848
2671,181731.736437438
2672,194222.3809915
2673,199049.147952542
2674,199545.215011741
2675,185974.184927572
2676,193668.195028204
2677,194271.025841252
2678,256221.637051198
2679,271237.26173963
2680,283457.903654247
2681,387277.349898064
2682,322390.767426476
2683,553466.941962864
2684,314812.304131661
2685,317326.809021252
2686,265034.112833459
2687,283686.950404572
2688,241205.943468364
2689,225343.791402178
2690,433761.525665872
2691,191802.814093832
2692,150770.793907141
2693,207086.009359562
2694,153008.249958885
2695,199443.692563793
2696,190418.21704372
2697,207652.576348627
2698,187331.410833765
2699,180687.731158757
2700,166507.530473283
2701,157050.399087604
2702,127593.781752855
2703,136290.469100715
2704,147216.636704034
2705,123636.887549234
2706,116502.439127408
2707,123486.576512794
2708,126032.653096802
2709,103716.184771355
2710,118454.37078535
2711,279311.923773517
2712,327049.485894023
2713,181719.890505488
2714,170069.516281455
2715,169396.731351453
2716,156183.928250109
2717,188768.939370148
2718,241543.495357411
2719,134632.117374838
2720,172023.596343787
2721,128697.254471044
2722,162886.469955354
2723,150664.945100778
2724,114091.633949771
2725,125693.363518692
2726,135150.443515866
2727,169484.513180705
2728,152483.987626274
2729,132478.518828223
2730,138017.932041666
2731,108534.480878985
2732,117648.692351169
2733,150721.16522094
2734,158591.969613231
2735,124677.410165171
2736,137470.546448464
2737,112428.169023573
2738,165816.583497995
2739,153077.991751558
2740,138116.915154369
2741,135896.310605164
2742,146601.914383323
2743,133306.141660425
2744,155135.189903595
2745,147395.154443379
2746,132334.019512714
2747,127550.556353595
2748,111553.300047638
2749,119682.929546344
2750,121833.139968523
2751,121992.762380985
2752,215105.594541368
2753,170365.054037114
2754,316370.922287424
2755,140211.156097739
2756,93510.7391892759
2757,82776.6953079469
2758,63901.1021532376
2759,121869.848079635
2760,129968.404590741
2761,142623.843469961
2762,148967.980905505
2763,195015.907934051
2764,144610.267682137
2765,270220.251808534
2766,133478.50769331
2767,81332.3933046496
2768,143952.431546734
2769,131951.59022397
2770,155477.566440176
2771,116306.33372602
2772,110187.843536306
2773,145676.66113179
2774,147825.513279934
2775,119417.418333859
2776,117388.539630281
2777,113584.592619651
2778,111772.317853947
2779,120978.463737098
2780,117357.794371889
2781,94212.556455824
2782,91374.6529344222
2783,74429.5766825803
2784,120719.162195327
2785,123990.737333675
2786,58863.801014701
2787,131241.502704387
2788,74856.5478538706
2789,193711.328820759
2790,77874.0898331883
2791,124045.277664759
2792,72295.1901617787
2793,166608.579640393
2794,93671.780314579
2795,117308.070094797
2796,91755.3209670035
2797,255596.663928314
2798,97325.511906498
2799,97637.8636060536
2800,63005.7128288062
2801,117808.822960054
2802,125339.379359215
2803,225164.353410836
2804,119737.764865635
2805,87815.6757458909
2806,99041.3445342632
2807,171824.861612036
2808,130304.086619618
2809,131000.173063901
2810,126576.954720449
2811,142172.81650056
2812,144428.545331402
2813,220789.421115811
2814,217695.24955652
2815,97470.3475115712
2816,233420.154337232
2817,127888.149935035
2818,110667.416847145
2819,168388.563126894
2820,129911.879453092
2821,115679.048628409
2822,173247.894745487
2823,521187.922650203
2824,178694.557002149
2825,127027.32533413
2826,138778.383423224
2827,151690.42406978
2828,244700.819294183
2829,196519.008171426
2830,247798.553102901
2831,189293.541487346
2832,241043.104857248
2833,263079.181986926
2834,217240.912476839
2835,221315.891992759
2836,195125.804939456
2837,163397.014302352
2838,155374.803352598
2839,171978.372964729
2840,205264.397537179
2841,206718.358496848
2842,210346.322984006
2843,139254.936460845
2844,158150.905520542
2845,112199.318307457
2846,206887.990932216
2847,192266.458444118
2848,220837.246195387
2849,212566.213986184
